공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적(㎡),공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
가석제3어린이공원,어린이공원,,경기도 양주시 광적면 가납리901,37.8201141,126.9837105,2275,배드민턴장,조합놀이대,"화장실, 파고라, 벤치",,,2006-05-01,양주시 공원사업과,031-8082-7311,2021-05-10
조소앙선생기념공원,역사공원,경기도 양주시 남면 양연로173번길 87,경기도 양주시 남면 황방리 214-7번지,37.92167975,126.9946023,10864,,,"파고라, 벤치",,,2011-12-14,양주시 공원사업과,031-8082-7311,2021-05-10
고읍 광장,기타,,경기도 양주시 광사동 652,37.79532544,127.0785057,3481,,,"파고라, 앉음벽, 등벤치, 자전거보관대",,,,양주시 공원사업과,031-8082-7311,2021-05-10
옥정제8근린공원(규율),근린공원,,경기도 양주시 옥정동 1042-1,37.82727565,127.1002676,19601,,,"정자, 벤치, 파고라",,,,양주시 공원사업과,031-8082-7316,2021-05-10
덕계 근린공원,근린공원,경기도 양주시 평화로1435번길 56,경기도 양주시 덕계동 467번지,37.82147118,127.0453314,26723,"게이트볼장, 농구장",발물놀이시설,"파고라, 화장실, 등벤치",,,2010-08-05,양주시 공원사업과,031-8082-7311,2021-05-10
봉우 근린공원,근린공원,경기도 양주시 고암길 306-31,경기도 양주시 덕정동 208-12번지,37.83675528,127.0673381,27110,"게이트볼장, 농구장","물놀이시설, 조합놀이대","화장실, 육각정자, 휴지통",,,1997-05-13,양주시 공원사업과,031-8082-7311,2021-05-10
고암 근린공원,근린공원,경기도 양주시 고암길 200-20,경기도 양주시 고암동 581-4번지,37.8356898,127.0770618,23484,"농구대, 게이트볼장",,"등벤치, 앉음벽, 음수대, 화장실",,,2002-11-06,양주시 공원사업과,031-8082-7311,2021-05-10
검준 근린공원,근린공원,경기도 양주시 남면 검준길 60,경기도 양주시 남면 상수리 667-10번지,37.86485174,126.9958474,1541,,,,,,2002-11-06,양주시 공원사업과,031-8082-7311,2021-05-10
고읍제1근린공원(푸르네),근린공원,경기도 양주시 고읍로 27,경기도 양주시 고읍동 445번지,37.80037493,127.0784966,11013,,,"파고라, 벤치, 자전거보관대",,,2004-12-29,양주시 공원사업과,031-8082-7311,2021-05-10
고읍제2근린공원(하늘물),근린공원,경기도 양주시 고읍남로 205,경기도 양주시 광사동 659번지,37.79168894,127.0847499,75051,"농구장, 게이트볼장, 배드민턴장",물놀이시설(바닥분수),"화장실, 등벤치, 파고라",,,2004-12-29,양주시 공원사업과,031-8082-7311,2021-05-10
가석제1어린이공원,어린이공원,,경기도 양주시 광적면 가납리857,37.82330807,126.9827108,1631,,조합놀이대,"벤치, 파고라",,,1998-10-29,양주시 공원사업과,031-8082-7311,2021-05-10
가석제2어린이공원,어린이공원,,경기도 양주시 광적면 가납리862-5,37.82194464,126.9853229,2743,,조합놀이대,"등벤치, 파고라",,,2006-05-01,양주시 공원사업과,031-8082-7311,2021-05-10
남방어린이공원,어린이공원,,경기도 양주시 남방동 85-5,37.76713021,127.0456178,9812,"풋살경기장, 게이트볼장","시소, 놀이집, 조합놀이대, 흔들놀이","파고라, 벤치, 화장실, 음수대",,,2004-05-03,양주시 공원사업과,031-8082-7311,2021-05-10
방성어린이공원,어린이공원,,경기도 양주시 백석읍 방성리82,37.80485464,126.9993418,1838,,"조합놀이대, 그네, 시소","등벤치, 파고라",,,1994-07-08,양주시 공원사업과,031-8082-7311,2021-05-10
제2호 공공공지,기타,,경기도 양주시 옥정동 934-18,37.817452,127.083735,914,,,,,,2007-12-31,양주시 공원사업과,031-8082-7316,2021-05-10
선암제2어린이공원,어린이공원,,경기도 양주시 은현면 선암리321-43,37.87258634,127.025305,2223,농구장,조합놀이대,"정자, 음수대, 벤치",,,2010-03-03,양주시 공원사업과,031-8082-7311,2021-05-10
옥정제3어린이공원(모정느티나무),어린이공원,,경기도 양주시 옥정동 1027-1,37.83137715,127.0982334,2873,,"조합놀이대, 그네, 시소, 흔들놀이","벤치, 파고라",,,2007-12-31,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제4어린이공원(산울림),어린이공원,,경기도 양주시 고암동 612,37.8321951,127.0719011,3038,"허리돌리기, 파도타기, 역기내리기, 공궁걷기","조합놀이대, 흔들놀이, 터널놀이집","파고라, 벤치",,,2008-04-07,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제6어린이공원(초록숲),어린이공원,,경기도 양주시 옥정동 1073-3,37.81706199,127.0960511,1721,"등허리지압기, 옆파도타기, 역기내리기, 어깨근육풀기",,"파고라, 벤치",,,2008-04-07,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제7어린이공원(오르락내리락),어린이공원,,경기도 양주시 옥정동 1064-3,37.81704038,127.0981075,1608,,"모험놀이대, 사면슬라이드, 그네","파고라, 벤치",,,2008-04-07,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제8어린이공원(보물섬),어린이공원,,경기도 양주시 옥정동 1076-1,37.81557902,127.0960379,1596,"역기내리기, 허리돌리기, 파도타기","조합놀이대, 흔들놀이","파고라, 벤치",,,2008-04-07,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제9어린이공원(파란하늘),어린이공원,,경기도 양주시 옥정동 1081-3,37.81560662,127.0981172,1561,"허리돌리기, 다리들어올리기, 팔운동기구",조합놀이대,"파고라, 벤치, 앉음벽",,,2008-04-07,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제10어린이공원(고암),어린이공원,,경기도 양주시 고암동 595-7,37.83192069,127.0731079,1788,"허리돌리기, 다리펴기, 팔매달리기","흔들놀이, 조합놀이대, 그네","파고라, 벤치",,,2008-04-07,양주시 공원사업과,031-8082-7316,2021-05-10
신산체육공원,소공원,,경기도 양주시 남면 신산리 329-9,37.89312856,126.9725958,6273,"농구장, 족구장, 배드민턴장",,"정자, 주차장, 벤치, 화장실",,,2009-12-28,양주시 공원사업과,031-8082-7311,2021-05-10
고읍제4근린공원(나누리),근린공원,경기도 양주시 고읍남로 46,경기도 양주시 광사동 714번지,37.79289402,127.0774851,22960,"농구장, 축구장",,"화장실, 평벤치, 파고라",,,2004-12-29,양주시 공원사업과,031-8082-7311,2021-05-10
고읍제5근린공원(나리),근린공원,경기도 양주시 광사로 131-66,경기도 양주시 광사동 731번지,37.78579872,127.0818324,25053,전통그네,발물놀이시설,"정자, 벤치, 파고라, 화장실, 자전거보관대",,,2004-12-29,양주시 공원사업과,031-8082-7311,2021-05-10
홍죽산업단지 근린공원,근린공원,경기도 양주시 백석읍 권율로1253번길 12,경기도 양주시 백석읍 홍죽리 952번지,37.80153484,126.9655042,28436,,조합놀이대,"벤치, 앉음벽, 파고라, 정자",,,2010-03-31,양주시 공원사업과,031-8082-7311,2021-05-10
옥정제2근린공원(자연나음),근린공원,,경기도 양주시 옥정동 943-1,37.8352274,127.0912269,74091,"자가발전(허리돌리기, 근육풀기, 자전거)",,"안내판, 벤치, 파고라, 자전거보관대, 관찰데크",,,2007-12-31,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제4근린공원(능호관이인상),근린공원,경기도 양주시 옥정로8길 33,경기도 양주시 옥정동 952-2번지,37.82839074,127.0937926,75251,"롤링웨이스트, 체어웨이스트, 터닝트위스트,워밍암, 풀웨이트","정글놀이집, 시소, 흔들놀이","파고라, 벤치, 앉음벽, 자전거보관대",,,2007-12-31,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제7근린공원(가온길),근린공원,,경기도 양주시 옥정동 962-3,37.8263625,127.0907847,38576,"터닝트위스트, 워밍암, 풀웨이트",,"파고라, 원형테이블, 자전거보관대",,,2007-12-31,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제9근린공원(꼬꼬지길),근린공원,,경기도 양주시 옥정동 962-6,37.8226413,127.0912005,14620,"스트레칭로라, 트윈워밍암, 풀웨이트","민속그네, 민속널뛰기","파고라, 벤치, 육각정자,수변데크",,,2007-12-31,양주시 공원사업과,031-8082-7316,2021-05-10
덕정제1어린이공원,어린이공원,,경기도 양주시 덕정동 164-3,37.83893284,127.0670167,1851,,조합놀이대,"그늘막, 정자, 벤치",,,1997-05-13,양주시 공원사업과,031-8082-7311,2021-05-10
덕정제2어린이공원,어린이공원,,경기도 양주시 덕정동 118-4,37.84658164,127.0643502,1507,,조합놀이대,"음수대, 앉음벽",,,1987-06-08,양주시 공원사업과,031-8082-7311,2021-05-10
덕정제3어린이공원(일성트루엘),어린이공원,,경기도 양주시 덕정동 536-1,37.84263199,127.0696198,3156,,"조합놀이대, 시소, 그네","정자, 평벤치, 음수대, 화장실",,,2009-06-10,양주시 공원사업과,031-8082-7311,2021-05-10
덕정제5어린이공원,어린이공원,,경기도 양주시 덕정동 235-2,37.83611308,127.0652023,1500,,"흔들놀이, 조합놀이대","휴지통, 등벤치, 야외탁자",,,1987-06-08,양주시 공원사업과,031-8082-7311,2021-05-10
덕정제6어린이공원,어린이공원,,경기도 양주시 덕정동 210-1,37.83372627,127.0680138,3545,,조합놀이대,"육각정자, 평벤치, 사각정자",,,1997-05-13,양주시 공원사업과,031-8082-7311,2021-05-10
고암제2어린이공원,어린이공원,,경기도 양주시 고암동 121-4,37.83631109,127.071848,1501,,조합놀이대,"사각정자, 등벤치",,,1997-05-13,양주시 공원사업과,031-8082-7311,2021-05-10
고암제3어린이공원,어린이공원,,경기도 양주시 고암동 121-3,37.83593352,127.0693025,1500,,흔들놀이,"그늘막, 앉음벽",,,1997-05-13,양주시 공원사업과,031-8082-7311,2021-05-10
조은어린이공원,어린이공원,,경기도 양주시 고암동 580-2,37.83566734,127.0745056,1598,농구대,"조합놀이대, 흔들놀이","화장실, 등벤치, 휴지통",,,2002-11-06,양주시 공원사업과,031-8082-7311,2021-05-10
하늘빛어린이공원,어린이공원,경기도 양주시 고암길 111,경기도 양주시 고암동 589번지,37.83230553,127.0718673,3754,농구대,"흔들놀이, 조합놀이대","파고라, 평벤치, 앉음벽",,,1997-05-06,양주시 공원사업과,031-8082-7311,2021-05-10
행복어린이공원,어린이공원,,경기도 양주시 고암동 581-5,37.8338978,127.076151,1500,"철봉, 농구대","조합놀이대, 흔들놀이, 휴지통",,,,2002-11-06,양주시 공원사업과,031-8082-7311,2021-05-10
금광어린이공원,어린이공원,,경기도 양주시 덕계동 425-9,37.8181154,127.0494027,2510,,조합놀이대,"원형앉음벽, 파고라, 화장실",,,2009-12-28,양주시 공원사업과,031-8082-7311,2021-05-10
범양제1어린이공원,어린이공원,,경기도 양주시 덕계동 446-3,37.8209172,127.0499211,1582,,미니시소,"파고라, 화장실",,,2009-12-28,양주시 공원사업과,031-8082-7311,2021-05-10
범양제2어린이공원,어린이공원,경기도 양주시 평화로 1476-28,경기도 양주시 덕계동 436-10,37.8215018,127.0522063,2077,,조합놀이대,"파고라, 화장실",,,2009-12-28,양주시 공원사업과,031-8082-7311,2021-05-10
신도어린이공원,어린이공원,,경기도 양주시 덕계동 576-3,37.82511459,127.0409319,1530,,조합놀이대,"파고라, 등벤치",,,2009-12-28,양주시 공원사업과,031-8082-7311,2021-05-10
고읍제2어린이공원,어린이공원,경기도 양주시 고읍로 25,경기도 양주시 고읍동 444번지,37.8006488,127.0786558,1760,,조합놀이대,"평벤치, 파고라",,,2004-12-29,양주시 공원사업과,031-8082-7311,2021-05-10
고읍제3어린이공원,어린이공원,,경기도 양주시 만송동 682,37.80059963,127.0831238,2142,,"조합놀이대, 흔들놀이","평벤치, 파고라, 앉음벽",,,2004-12-29,양주시 공원사업과,031-8082-7311,2021-05-10
고읍제4어린이공원,어린이공원,,경기도 양주시 광사동 671-4,37.79216839,127.0801175,1335,,"흔들놀이, 개구리사운드, 조합놀이대","파고라, 등벤치",,,2004-12-29,양주시 공원사업과,031-8082-7311,2021-05-10
병산2호 소공원,소공원,,,,,684,,,,,,2010-11-09,경기도 양평군청,031-770-2358,2022-06-03
병산1호 소공원,소공원,,,,,1743,,,,,,2010-11-09,경기도 양평군청,031-770-2358,2022-06-03
병산4호 소공원,소공원,,,,,417,,,,,,2010-11-09,경기도 양평군청,031-770-2358,2022-06-03
양근소공원(19호),소공원,,,,,746,,,,,,2018-10-24,경기도 양평군청,031-770-2358,2022-06-03
양서 소공원 7,소공원,,,,,2271,,,,,,2019-07-23,경기도 양평군청,031-770-2358,2022-06-03
물안개공원,근린공원,,,,,48670,,,,,인공폭포,2001-10-20,경기도 양평군청,031-770-2358,2022-06-03
다문공원,근린공원,,,,,121804,,,,,,1978-08-23,경기도 양평군청,031-770-2358,2022-06-03
쉬자(백운테마)파크,근린공원,,,,,190400,인공암벽,그네+미끄럼틀,주차장+화장실,숲체험,교육관,2007-06-11,경기도 양평군청,031-770-2358,2022-06-03
개군레포츠공원,체육공원,,,,,61310,축구장+육상+테니스장+게이트볼장,,주차장+화장실,,,1999-11-10,경기도 양평군청,031-770-2358,2022-06-03
6호 체육공원,체육공원,,,,,37900,,,,,,2008-12-31,경기도 양평군청,031-770-2358,2022-06-03
청운체육공원,체육공원,,,,,24650,축구장+테니스장,,,,,2008-12-31,경기도 양평군청,031-770-2358,2022-06-03
강하 체육공원,체육공원,,,,,35912,축구장+테니스장+게이트볼장,,,,,2012-08-30,경기도 양평군청,031-770-2358,2022-06-03
양근문화공원(16호),문화공원,,,,,4400,,,,,,2014-05-26,경기도 양평군청,031-770-2358,2022-06-03
양근문화공원(17호),문화공원,,,,,4437,,,,,,2015-09-21,경기도 양평군청,031-770-2358,2022-06-03
문화공원7,문화공원,,,,,3018,,,,,,2019-09-25,경기도 양평군청,031-770-2358,2022-06-03
광탄1호 소공원,소공원,,,,,1420,,,,,,1994-02-25,경기도 양평군청,031-770-2358,2022-06-03
광탄2호 소공원,소공원,,,,,856,,,,,,1994-02-25,경기도 양평군청,031-770-2358,2022-06-03
광탄3호 소공원,소공원,,,,,847,,,,,,1994-02-25,경기도 양평군청,031-770-2358,2022-06-03
공흥 소공원,소공원,,,,,1276,,,,,,2012-11-22,경기도 양평군청,031-770-2358,2022-06-03
한강아트로드 공원,소공원,,,,,3300,,,,,,2012-08-30,경기도 양평군청,031-770-2358,2022-06-03
강하 소공원,소공원,,,,,394,농구장+축구장+테니스장,,,,,2012-08-30,경기도 양평군청,031-770-2358,2022-06-03
오빈12호 소공원,소공원,,,,,864,,,,,,2013-10-15,경기도 양평군청,031-770-2358,2022-06-03
오빈13호 소공원,소공원,,,,,568,,,,,,2013-10-15,경기도 양평군청,031-770-2358,2022-06-03
갈산공원,근린공원,,,,,117049,축구장+테니스장+베드민턴장+탁구장+게이트볼장,그네+미끄럼틀,주차장+화장실,야외음악당,,1978-05-17,경기도 양평군청,031-770-2358,2022-06-03
공흥 양근공원,소공원,,,,,769,,,,,,2019-01-28,경기도 양평군청,031-770-2358,2022-06-03
다문 소공원 5,소공원,,,,,1601,,,,,,2019-05-25,경기도 양평군청,031-770-2358,2022-06-03
오빈10 어린이공원,어린이공원,,,,,1501,,,,,,2013-10-15,경기도 양평군청,031-770-2358,2022-06-03
오빈11 어린이공원,어린이공원,,,,,1507,,,,,,2013-10-15,경기도 양평군청,031-770-2358,2022-06-03
다문 어린이공원,어린이공원,,,,,2933,,,,,,2014-02-21,경기도 양평군청,031-770-2358,2022-06-03
삼산 어린이공원,어린이공원,,,,,2034,,,,,,2015-07-24,경기도 양평군청,031-770-2358,2022-06-03
다문 어린이공원6,어린이공원,,,,,1717,,,,,,2019-05-25,경기도 양평군청,031-770-2358,2022-06-03
용문4호 어린이공원,어린이공원,,,,,3854,,그네+미끄럼틀,주차장,,,2012-07-17,경기도 양평군청,031-770-2358,2022-06-03
공흥 어린이공원,어린이공원,,,,,2311,,,,,,2012-11-22,경기도 양평군청,031-770-2358,2022-06-03
오빈14호 소공원,소공원,,,,,404,,,,,,2013-10-15,경기도 양평군청,031-770-2358,2022-06-03
오빈15호 소공원,소공원,,,,,293,,,,,,2013-10-15,경기도 양평군청,031-770-2358,2022-06-03
양근소공원(17호),소공원,,,,,2037,,,,,,2014-05-26,경기도 양평군청,031-770-2358,2022-06-03
병산3호 소공원,소공원,,,,,1477,,,,,,2010-11-09,경기도 양평군청,031-770-2358,2022-06-03
영월근린공원,근린공원,,,,,38050,팔돌리기등 4종,,"화장실,주차장, 파고라",도자벽화,,,경기도 여주시청 산림공원과,031-887-2603,2021-09-23
여주근린공원,근린공원,,,,,25449,"족구장, 윗몸일으키등 8종","조합놀이대, X게임장","화장실,주차장,파고라",,,,경기도 여주시청 산림공원과,031-887-2603,2021-09-23
